Name,Genre,GenreCluster
Rakhwale,Action,1
Rakkhosh,Horror,0
Raksha,"Action, Drama",1
Rakshaa Bandhan,Drama,1
Rakshak,"Action, Thriller",1
Rakta Bandhan,"Action, Comedy, Crime",1
Raktdhar,Drama,1
Ram Aur Shyam,"Comedy, Drama, Family",1
Ram Balram,"Action, Comedy, Drama",1
Ram Bharose,Comedy,1
Ram Gopal Varma Ki Aag,"Action, Adventure, Comedy",4
Ram Jaane: God Knows,"Action, Crime, Drama",1
Ram Ki Janmabhoomi,Drama,1
Ram Lakhan,"Action, Comedy, Drama",1
Ram Rajya,"Drama, Family, Fantasy",1
Ram Ratan,Romance,5
Ram Singh Charlie,Drama,1
Ram Tera Desh,Drama,1
Ram Tere Kitne Nam,Drama,1
Ram Teri Ganga Maili,"Drama, Musical, Romance",3
Rama Rama Kya Hai Dramaaa,"Comedy, Drama, Romance",5
Ramaa: The Saviour,"Action, Adventure, Drama",4
Ramad,"Drama, Thriller",1
Ramaiya Vastavaiya,"Action, Drama, Romance",5
Ram-Avtar,"Action, Drama, Romance",5
Ramayana: The Epic,"Animation, Adventure, Family",4
Ramgarh Ke Sholay,"Action, Comedy, Crime",1
Ramji Londonwaley,"Comedy, Drama, Family",1
Ramkali,Action,1
RamLeela,"Drama, Musical, Romance",3
Ramprasad Ki Tehrvi,"Comedy, Drama",1
Ramshastri,Drama,1
Ramta Jogi,Romance,5
Ramudochhadu,"Action, Comedy, Drama",1
Ranbanka,Action,1
Ranchi Diaries,Thriller,1
Rang,"Drama, Romance",5
Rang Birangi,Comedy,1
Rang De Basanti,"Comedy, Crime, Drama",1
Ranga,"Action, Drama",1
Rangeela,"Comedy, Drama, Musical",3
Rangeela Raja,Comedy,1
Rangeelay,"Action, Comedy, Drama",1
Rangoon,"Action, Drama, History",1
Rangrezz,"Action, Drama",1
Rani Aur Lalpari,"Drama, Family, Fantasy",1
Rani Rupmati,"Action, Adventure",4
Ranj,Drama,1
Rann,"Drama, Mystery, Thriller",1
Ranna,"Action, Comedy, Drama",1
Ranviir the Marshal,"Action, Drama, Thriller",1
Rao Saheb,"Comedy, Drama",1
Raqeeb,"Crime, Drama, Mystery",1
Raqt,"Horror, Mystery, Thriller",0
Rascals,"Action, Comedy, Crime",1
Rashtraputra,"Action, Biography, Drama",1
Ratan,"Musical, Romance",3
Raton Ki Rani (The Night Queen),Horror,0
Ravan Raaj: A True Story,"Action, Crime, Thriller",1
Ready,"Action, Comedy, Romance",5
Rebellious Flower,"Biography, Drama",1
Red Alert: The War Within,"Action, Drama, Thriller",1
Red Rose,"Crime, Romance, Thriller",5
Red Swastik,"Crime, Drama, Thriller",1
Red: The Dark Side,"Drama, Romance, Thriller",5
Rediscovering India,Documentary,1
Redrum,Thriller,1
Refl3ct,Sci-Fi,1
Refugee,"Drama, Musical, Romance",3
Regards & Peace,Thriller,1
Rehguzar,Drama,1
Rehnaa Hai Terre Dil Mein,"Musical, Romance",3
Relax,Thriller,1
Religion,"Drama, History",1
Remember Amnesia,Comedy,1
Reporter Raju,"Action, Crime, Drama",1
Rescue,Drama,1
Resham Ki Dori,"Drama, Family",1
Reshma Aur Shera,"Drama, Musical, Romance",3
Reshma Aur Sultaan,Action,1
Return of Jewel Thief,"Crime, Thriller",1
Return of Robin Hood,Drama,1
Reva,Drama,1
Revati,Drama,1
Revenge of the Tigress,Action,1
Revolver Rani,"Action, Comedy, Crime",1
Ribbon,"Drama, Family",1
Right Yaaa Wrong,"Crime, Drama, Mystery",1
Rihaee,Drama,1
Rikki-Tikki-Tavi,Family,1
Rise of the Zombie,"Drama, Horror, Thriller",0
Rishte Naahte,"Drama, Family",1
Rishtey,"Action, Drama",1
Risk,"Action, Crime, Drama",1
Risknamaa,Thriller,1
Ritu,"Drama, Romance",5
Rivaaj,Drama,1
Riwayat,"Crime, Drama, Family",1
Riyasat,Crime,1
RK/RKAY,Drama,1
Road,Thriller,1
Road to Ladakh,Drama,1
Road to Sangam,"Drama, Thriller",1
"Road, Movie","Adventure, Comedy, Crime",4
Roadside Romeo,"Animation, Adventure, Comedy",4
Roam Rome Mein,Drama,1
Roar: Tigers of the Sundarbans,"Action, Adventure, Sci-Fi",4
Rock Dancer,"Crime, Drama, Musical",3
Rock on 2,"Drama, Music",1
Rock On!!,"Drama, Music",1
Rocket Singh: Salesman of the Year,"Comedy, Drama",1
Rockford,"Comedy, Drama",1
Rockstar,"Drama, Music, Romance",5
Rocky,"Action, Romance",5
Rocky,"Action, Drama, Romance",5
Rocky Handsome,"Action, Crime, Drama",1
Rog,"Mystery, Romance, Thriller",5
Rokkk,"Drama, Horror, Mystery",0
Rolling in Money,Comedy,1
Romeo Akbar Walter,"Action, Drama, Thriller",1
Roohani Taaqat,Horror,0
Roohi,"Comedy, Horror",0
Roohi,"Action, Drama, Romance",5
Room: The Mystery,Thriller,1
Roop Ki Rani Choron Ka Raja,"Action, Drama, Musical",3
Rootha Na Karo,"Drama, Comedy, Family",1
Roshni,"Documentary, Family",1
Roti,"Drama, Romance, Thriller",5
Roti,Drama,1
Roti Kapada Aur Makaan,"Action, Drama, Musical",3
Roti Kee Keemat,"Action, Crime, Drama",1
Rough Book,Drama,1
Rowdy Inspector,"Action, Drama",1
Rowdy Rathore,"Action, Comedy, Crime",1
Roy,"Action, Drama, Mystery",1
Ru-Ba-Ru,"Drama, Romance, Thriller",5
Rudaali,Drama,1
Rudraksh,"Action, Fantasy, Sci-Fi",1
Rudranetra,"Action, Crime, Thriller",1
Rui Ka Bojh,Drama,1
Rukh,"Drama, Mystery",1
Run,"Action, Comedy, Drama",1
Run Bhuumi - Champs Don't Cry,Family,1
Run Zindagi Run,"Action, Crime, Thriller",1
Rungoli,"Musical, Drama, Family",3
Running Shaadi,"Comedy, Romance",5
Runway: Love Among Gun Shots...,"Action, Crime, Drama",1
Rupaye Dus Karod,"Action, Drama, Thriller",1
Rush,"Crime, Thriller",1
Rustom,Drama,1
Rustom,"Crime, Drama, Thriller",1
Rustom Kaun,"Action, Adventure",4
Rustom Sohrab,"Action, Adventure, Drama",4
Rustom-E-Rome,"Action, Adventure, Drama",4
S. P. Parasuram,"Action, Drama",1
S.P. Chauhan,Drama,1
Saagar,"Drama, Romance",5
Saaheb,Drama,1
Saajan,"Drama, Musical, Romance",3
Saajan Bina Suhagan,"Crime, Drama, Family",1
Saajan Chale Sasural,"Comedy, Drama",1
Saajan Ka Ghar,Drama,1
Saala Khadoos,"Action, Drama, Sport",7
Saanch Ko Aanch Nahin,"Drama, Family",1
Saand Ki Aankh,"Biography, Drama",1
Saanjh,"Drama, Family",1
Saanncha,Drama,1
Saansein: The Last Breath,"Horror, Romance",0
Saaransh,Drama,1
Saare Jahaan Se Mehnga...,"Comedy, Drama",1
Saari Raat,Drama,1
Saat Hindustani,"Action, Adventure, Drama",4
Saat Rang Ke Sapne,"Drama, Romance",5
Saat Uchakkey,Comedy,1
Saath Saath,Drama,1
Saathi,"Drama, Romance",5
Saathi,"Action, Crime, Drama",1
Saathiya,"Drama, Family, Romance",5
Saatwan Aasman,Drama,1
Saavi: A Bonded Bride,Drama,1
Saawan... The Love Season,"Drama, Fantasy, Romance",5
Saawariya,"Drama, Musical, Romance",3
Saaya,Horror,0
Saaya,"Drama, Fantasy, Mystery",1
Saaz Aur Awaaz,"Drama, Mystery, Romance",5
Saazish,"Action, Crime, Thriller",1
Saazish,Drama,1
Sab Kushal Mangal,Romance,5
Sabki Bajegi Band,"Comedy, Drama",1
Saboot,"Mystery, Thriller",1
Saboot Mangta Hain Kanoon,"Action, Drama",1
Sabrang,Drama,1
Sabse Bada Khiladi,"Action, Crime, Thriller",1
Sabse Bada Rupaiya,Comedy,1
Sabse Badi Ganga Ki Saugandh,Action,1
Sabuj Dwiper Raja,"Adventure, Drama, Family",4
Sachaa Jhutha,"Action, Comedy, Thriller",1
Sachaai,"Drama, Comedy, Action",1
Sachai Ki Taqat,"Action, Drama",1
Sachin - A Billion Dreams,"Documentary, Sport",7
Sacred Evil,Drama,1
Sadak,"Action, Drama, Romance",5
Sadak 2,"Action, Drama",1
Sadda Adda,"Comedy, Drama, Romance",5
Sadhna,Drama,1
Sadhu Aur Shaitaan,"Comedy, Thriller",1
Sadiyaan: Boundaries Divide... Love Unites,"Drama, Romance",5
Sadma,"Drama, Romance",5
Safar,"Drama, Romance",5
Sagai,Drama,1
Sagar Sangam,Drama,1
Sahara,"Drama, Family",1
Sahasa Veerudu Sagara Kanya,"Action, Adventure, Fantasy",4
Sahasam,"Action, Adventure",4
Saheb Biwi Aur Gangster,"Action, Crime, Drama",1
Saheb Biwi Aur Gangster 3,"Action, Crime, Drama",1
Saheb Biwi Aur Gangster Returns,"Action, Crime, Drama",1
Sahhas,Action,1
Sahi Dhandhe Galat Bande,"Action, Comedy, Drama",1
Sahib Bibi Aur Ghulam,"Drama, Musical",3
Sahibaan,"Romance, Drama",5
Saina,"Biography, Drama, Sport",7
Sainik,"Action, Drama, Romance",5
Sainika,"Action, Drama",1
Sajan,"Comedy, Mystery, Romance",5
Sajna Saath Nibhana,Drama,1
Sakalakala Vallavan,"Action, Comedy, Romance",5
Salaakhen,"Action, Drama",1
Salaakhen,"Action, Thriller",1
Salaam Bacche,"Drama, Family",1
Salaam Bombay!,"Crime, Drama",1
Salaam Namaste,"Comedy, Drama, Romance",5
Salaam Zindagi,Drama,1
Salaam-E-Ishq,"Comedy, Drama, Musical",3
Salim Langde Pe Mat Ro,"Crime, Drama",1
Sallu Ki Shaadi,Romance,5
Salma Pe Dil Aa Gaya,Drama,1
Samadhan,Drama,1
Samadhi,Drama,1
Samadhi,"Action, Drama, Romance",5
Samaj Ko Badal Dalo,Drama,1
Samar,Drama,1
Samarasimha Reddy,"Action, Drama",1
Samarat Prithviraj Chauvan,"Adventure, History, Thriller",4
Samay: When Time Strikes,"Crime, Mystery, Thriller",1
Sameer,Drama,1
Sampark,Drama,1
Sampoorna Mahabharat,"Action, Adventure, Drama",4
Sampoorna Ramayana,"Drama, Adventure, Action",4
Samraat,"Action, Adventure, Comedy",4
Samrat & Co.,"Mystery, Thriller",1
Samrat Chandragupt,"Adventure, Drama, History",4
Samson,"Action, Adventure",4
Samundar,"Action, Crime, Drama",1
Sanam,"Action, Drama, Romance",5
Sanam Bewafa,"Drama, Romance",5
Sanam Re,"Drama, Romance",5
Sanam Teri Kasam,"Action, Drama, Romance",5
Sanam Teri Kasam,"Drama, Musical, Romance",3
Sandakozhi,Action,1
Sandeep Aur Pinky Faraar,"Comedy, Crime, Drama",1
Sandwich,"Comedy, Thriller",1
Sangam,"Drama, Musical, Romance",3
Sangdil,"Drama, Mystery, Romance",5
Sangdil Sanam,"Drama, Romance",5
Sangeet,"Drama, Romance",5
Sangharsh,"Action, Crime, Drama",1
Sangram,Drama,1
Sangram,"Drama, Romance",5
Sanjh Aur Savera,"Drama, Family",1
Sanjog,"Comedy, Drama",1
Sanjog,"Comedy, Drama, Family",1
Sanjog,Drama,1
Sanju,"Biography, Comedy, Drama",1
Sankat City,"Comedy, Crime, Drama",1
Sankham,"Action, Comedy",1
Sankoch,"Drama, Romance",5
Sannata,"Horror, Mystery",0
Sanshodhan,Drama,1
Sant Dnyaneshwar,Fantasy,1
Sant Dnyaneshwar,Biography,1
Sant Gyaneshwar,"Biography, History",1
Sant Tukaram,Biography,1
Santa Banta Pvt Ltd,"Comedy, Crime, Drama",1
Santaan,"Drama, Family",1
Santosh,"Drama, Family",1
Santosham,"Drama, Romance",5
Sanyasi,Drama,1
Sapne Saajan Ke,"Drama, Romance",5
Sapnon Ka Saudagar,Romance,5
Sapoot,"Action, Crime, Drama",1
Sara Akash,Drama,1
Sarabha,Fantasy,1
Saranga,"Action, Drama, Romance",5
Saraswathi Sabatham,"Comedy, Drama, Fantasy",1
Saraswatichandra,"Drama, Romance",5
Sarbjit,"Biography, Drama",1
Sardaar Gabbar Singh,"Action, Comedy, Crime",1
Sardar,"Biography, Drama, History",1
Sardar Ka Grandson,"Comedy, Drama, Romance",5
Sardari Begum,Drama,1
Sarfarosh,Drama,1
Sarfarosh,"Action, Drama",1
Sargam,"Musical, Romance",3
Sargam,"Drama, Family",1
Sargoshiyan,Drama,1
Sarhad,Drama,1
Sarhad Paar,"Action, Drama",1
Sarivar Sari,Drama,1
Sarkar,"Action, Crime, Drama",1
Sarkar 3,"Action, Crime, Drama",1
Sarkar Raj,"Action, Crime, Drama",1
Sarkari Mehman,"Drama, Family",1
Sasti Dulhan Mahenga Dulha,Drama,1
Sasural,"Drama, Family",1
Satah Se Uthata Aadmi,Drama,1
Satellite Shankar,"Action, Drama",1
Sathyam,"Action, Drama",1
Satrangee Parachute,"Comedy, Drama, Family",1
Satta,"Crime, Drama",1
Satte Pe Satta,"Action, Comedy, Drama",1
Satya,"Action, Crime, Drama",1
Satya 2,"Action, Crime, Drama",1
Satyagraha,Drama,1
Satyajit Ray,"Documentary, Biography",1
Satyakam,Drama,1
Satyam Shivam Sundaram: Love Sublime,"Drama, Romance",5
Satyameva Jayate,"Crime, Thriller",1
Satyameva Jayate,"Action, Crime, Drama",1
Sau Crore,"Mystery, Thriller",1
Sau Jhooth Ek Sach,"Drama, Thriller",1
Sauda,Romance,5
Saudagar,"Drama, Family",1
Saudagar,"Action, Drama, Romance",5
Saugandh,"Action, Drama, Romance",5
Saugandh Geeta Ki,Action,1
Sautela,Action,1
Sautela Bhai,Drama,1
Saveray Wali Gaadi,Drama,1
Sawaal,"Drama, Family, Romance",5
Sawan Bhadon,"Action, Romance, Thriller",5
Sawan Ki Ghata,"Musical, Romance",3
Sawan Ko Aane Do,"Musical, Drama, Romance",3
Say Salaam India: 'Let's Bring the Cup Home',"Drama, Sport",7
Say Yes to Love,Romance,5
Sayonee,"Action, Musical, Romance",3
Sazaa,"Drama, Family",1
Scorned,Thriller,1
Scotland,Crime,1
Scream of the Ants,"Adventure, Drama",4
Searching for Sheela,"Documentary, Biography, Crime",1
Seasons Greeting,Drama,1
Second Hand Husband,"Comedy, Romance",5
Second Marriage Dot Com,Drama,1
Secret Superstar,"Drama, Music",1
Secrets of Sinauli,"Documentary, History",1
Section 375,"Crime, Drama, Mystery",1
Seeking Happily Ever After,"Drama, Romance",5
Seeking True Love,"Comedy, Romance",5
Seema,Drama,1
Seeta Aur Geeta,"Adventure, Comedy, Drama",4
Seetharamula Kalyanam Lankalo,"Action, Comedy, Drama",1
Seevalaperi Pandi,"Action, Thriller",1
Sehar,"Action, Crime, Drama",1
Sengottai,Action,1
Serious Men,"Comedy, Drama",1
Setters,Thriller,1
Shaadi Abhi Baaki Hai,Drama,1
Shaadi Karke Phas Gaya Yaar,"Comedy, Drama, Romance",5
Shaadi Ke Baad,Comedy,1
Shaadi ke patasey,Drama,1
Shaadi Ke Side Effects,"Comedy, Romance",5
Shaadi Mein Zaroor Aana,"Drama, Romance",5
Shaadi No. 1,Comedy,1
Shaadi Se Pehle,"Comedy, Musical, Romance",3
Shaadi Teri Bajayenge Hum Band,Comedy,1
Shaadisthan,"Drama, Musical",3
Shaan,"Action, Adventure, Crime",4
Shaandaar,"Comedy, Drama, Romance",5
Shaapit: The Cursed,"Adventure, Horror, Romance",0
Shabd,"Drama, Thriller",1
Shabnam,"Drama, Family, Romance",5
Shabnam Mausi,"Action, Biography, Drama",1
Shabri,"Action, Crime, Drama",1
Shackle,Drama,1
Shagird,"Action, Crime, Drama",1
Shaheed,"Drama, Romance",5
Shaheed,"Biography, Drama, History",1
Shaheed-E-Azam,"Biography, Drama, History",1
Shahenshah,"Action, Adventure",4
Shahenshah,Action,1
Shahid,"Biography, Drama",1
Shahjehan,"Drama, History, Romance",5
Shahji ki Advice,Comedy,1
Shahrukh Bola 'Khoobsurat Hai Tu'... And She Believed in It,"Comedy, Drama",1
Shair,Romance,5
Shaitaan,"Action, Crime, Drama",1
Shaitan,"Action, Crime, Drama",1
Shaitani Dracula,Horror,0
Shaitani Ilaaka,Horror,0
Shakal Pe Mat Ja,"Comedy, Crime, Drama",1
Shakalaka Boom Boom,"Drama, Musical, Romance",3
Shakeela,"Biography, Drama",1
Shakespeare-Wallah,"Drama, Romance",5
Shakthi: The Power,"Action, Drama",1
Shakti,"Action, Crime, Drama",1
Shaktiman,"Action, Drama, Romance",5
Shakuntala,Drama,1
Shakuntala Devi,"Biography, Drama",1
Shalimar,"Action, Adventure, Crime",4
Sham Ghansham,"Action, Drama",1
Shama,"Drama, Musical, Romance",3
Shama Parwana,"Drama, Romance",5
Shamitabh,Drama,1
Shandaar,"Drama, Family",1
Shandar,"Action, Comedy, Drama",1
Shanghai,"Crime, Drama, Mystery",1
Shankar Dada,Drama,1
Shankar Khan,"Action, Drama, Sport",7
Shankar Shambhu,"Action, Crime, Drama",1
Shanti Kranti,"Action, Musical, Romance",3
Shapath,Action,1
Shapath,Action,1
Sharaabi,"Comedy, Drama, Romance",5
Sharada,"Drama, Romance, Musical",3
Sharafat,"Drama, Romance",5
Sharafat Chhod Di Main Ne,Drama,1
Sharafat Gayi Tel Lene,"Comedy, Drama, Mystery",1
Sharara,Action,1
Shararat,"Comedy, Drama, Romance",5
Sharda,"Drama, Family",1
Sharmaji Ki Lag Gai,Comedy,1
Sharmeelee,"Mystery, Musical, Romance",3
Shart,"Mystery, Thriller",1
Shart,"Drama, Mystery, Thriller",1
Shart: The Challenge,"Drama, Romance",5
Shastra,"Action, Drama",1
Shatranj,"Thriller, Mystery",1
Shatru,"Action, Adventure, Crime",4
Shaukeen,Comedy,1
Shaukeen Kaminay,"Comedy, Drama",1
Shaurya: It Takes Courage to Make Right... Right,"Crime, Drama, Thriller",1
Sheesh Mahal,Drama,1
Sheesha,Drama,1
Sheetalbhabi.com,Comedy,1
Shehar Aur Sapna,Drama,1
Shehnai,Romance,5
Shehri Gabru,"Comedy, Crime",1
Sheikh Chilli,"Action, Adventure, Comedy",4
Sheitaan,Horror,0
Shera,Action,1
Sheshnaag,"Action, Fantasy, Thriller",1
Shikaar,"Action, Mystery",1
Shikar,"Mystery, Thriller",1
Shikara,"Drama, History, Romance",5
Shikari,"Crime, Drama, Thriller",1
Shikari,"Action, Adventure, Horror",0
Shikari: The Hunter,"Action, Adventure",4
Shikast,Drama,1
Shikhar,Drama,1
Shikshaa,"Drama, Family",1
Shimla Mirchi,"Comedy, Romance",5
Ship of Theseus,Drama,1
Shirdi Ke Sai Baba,"Biography, Drama",1
Shirdi Sai Baba,"Drama, Mystery",1
Shirin Farhad Ki Toh Nikal Padi,Romance,5
Shiva,"Action, Crime, Drama",1
Shiva,"Action, Crime, Drama",1
Shiva Ka Insaaf,"Action, Adventure, Fantasy",4
Shiva Shakti,"Action, Crime, Drama",1
Shivaay,"Action, Adventure, Drama",4
Shobhayatra,"Comedy, Drama",1
Shobhna's Seven Nights,"Drama, Romance",5
Shohrat the Trap,Thriller,1
Shola Aur Shabnam,"Drama, Family",1
Shola Aur Shabnam,"Action, Comedy, Drama",1
Sholay,"Action, Adventure, Comedy",4
Shool,"Action, Crime, Drama",1
Shoonya,Drama,1
Shoorveer,Drama,1
Shootout at Lokhandwala,"Action, Crime, History",1
Shootout at Wadala,"Action, Biography, Crime",1
Shor,Drama,1
Shor in the City,"Crime, Drama",1
Shor Se Shuruaat,Drama,1
Shorgul,Drama,1
Shortcut Romeo,"Action, Crime, Drama",1
Shortcut Safari,"Adventure, Drama, Mystery",4
Shortkut - The Con Is On,"Comedy, Drama",1
Shorts,Drama,1
Showbiz,"Action, Drama, Music",1
Shradhanjali,"Drama, Family",1
Shree,"Sci-Fi, Thriller",1
Shree 420,"Comedy, Crime, Drama",1
Shree Ganesh,"Adventure, Drama, Fantasy",4
Shree Krishnarjun Yuddh,"Adventure, Drama, History",4
Shreelancer,Drama,1
Shreemaan Aashique,"Comedy, Romance",5
Shri Datta Darshanam,"Musical, Drama",3
Shriman Satyawadi,"Action, Crime, Drama",1
Shriman Shrimati,"Comedy, Drama, Family",1
Shrimanji,"Drama, Family",1
Shringaar,"Drama, History",1
Shubh Kaamna,"Comedy, Drama",1
Shubh Mangal Savdhan,"Comedy, Romance",5
Shubh Mangal Zyada Saavdhan,"Comedy, Romance",5
Shubh Raatri,Horror,0
Shuddh Desi Romance,"Comedy, Drama, Romance",5
Shuddhi,"Crime, Drama, Thriller",1
Shukranu,Drama,1
Shukriya: Till Death Do Us Apart,"Musical, Drama, Family",3
Shuruaat Ka Interval,Drama,1
Shuruaat Ka Twist,Drama,1
Shuttlecock Boys,"Comedy, Drama",1
Siddeshwari,Documentary,1
Siddharth,Drama,1
Sikandar,"Crime, Drama, Mystery",1
Sikandar Sadak Ka,"Action, Drama",1
Sikka,"Action, Drama",1
Silence Please... The Dressing Room,Thriller,1
Silence the Court Is in Session,Drama,1
Silence: Can You Hear It,"Crime, Thriller",1
Silsiilay,Drama,1
Silsila,"Drama, Family, Romance",5
Silsila Hai Pyar Ka,"Comedy, Drama, Romance",5
Silvat,"Drama, Romance",5
Simhadriya Simha,"Action, Drama",1
Simmba,"Action, Comedy, Crime",1
Simran,"Crime, Drama, Thriller",1
Sindhustan,"Documentary, Family, History",1
Sindoor,"Comedy, Drama",1
Singapore,"Crime, Thriller",1
Singh Is Bliing,"Action, Comedy",1
Singh Is King,"Action, Comedy, Crime",1
Singh Saab the Great,"Action, Drama",1
Singham,"Action, Crime, Drama",1
Singham,"Action, Drama",1
Singham Returns,"Action, Crime, Drama",1
Singhasan,"Action, Adventure, Romance",4
Sins,"Drama, Romance, Thriller",5
Sir,"Drama, Romance",5
Sir,"Crime, Drama, Romance",5
Sirf Romance: Love by Chance,Romance,5
Sirf....: Life Looks Greener on the Other Side,Drama,1
Siskiyaan,"Drama, Thriller",1
Sitara,"Drama, Family",1
Sivaji,"Action, Drama, Thriller",1
Sivappathikaaram,Action,1
Six X,Drama,1
Sixteen,"Drama, Romance, Thriller",5
Siyaah..,Horror,0
Skater Girl,"Drama, Family, Sport",7
Slender Threads,"Action, Drama",1
Snegithiye,"Drama, Musical, Mystery",3
Sneham Kosam,"Action, Drama",1
Sniffer,"Adventure, Comedy, Drama",4
Soch,"Drama, Mystery, Thriller",1
Socha Na Tha,"Comedy, Drama, Romance",5
Sohag Raat,"Drama, Romance",5
Sohni Mahiwal,"Action, Drama, Romance",5
Sohni Mahiwal,"Musical, Romance",3
Sold,Drama,1
Soldier,"Action, Drama, Musical",3
Solva Saal,"Comedy, Romance, Thriller",5
Solva Sawan,Drama,1
Some Where in Delhi,"Comedy, Drama, Romance",5
Son of Dracula,"Fantasy, Horror",0
Son of Hercules,Action,1
Son of Sardaar,"Action, Comedy",1
Sona Spa,"Drama, Mystery, Thriller",1
Sonali Cable,"Comedy, Drama",1
Sonchiriya,"Action, Crime, Drama",1
Sone Ki Chidiya,"Drama, Romance",5
Sone Pe Suhaaga,"Action, Family",1
Soni,"Crime, Drama",1
Sons of Ram,"Animation, Drama, Musical",3
Sonu Ke Titu Ki Sweety,"Comedy, Romance",5
Soorarai Pottru,Drama,1
Soorma,"Biography, Drama, Sport",7
Soorma Bhopali,Comedy,1
Sooryavansham,"Action, Drama",1
Sorry Bhai!,"Comedy, Drama, Romance",5
SOS: Secrets of Sex,Drama,1
Soul of Sand,"Drama, Mystery, Thriller",1
Soundtrack,"Drama, Musical",3
Souryam,"Action, Drama",1
Souten,"Drama, Musical, Romance",3
Souten Ki Beti,"Drama, Family",1
Souten: The Other Woman,Thriller,1
Spandan,Drama,1
Spark,Action,1
Special 26,"Crime, Drama, Thriller",1
Speed,"Action, Crime, Thriller",1
Split Wide Open,"Crime, Drama",1
Spy in Rome,"Action, Comedy, Romance",5
Sree Rama Anjaneya Yuddham,"Drama, Fantasy",1
Sri Anjaneyam,"Action, Fantasy",1
Sri Venkateswara Mahathyam,"Drama, Musical",3
Sssshhh...,"Horror, Mystery",0
Stanley Ka Dabba,"Comedy, Drama, Family",1
State Rowdy,"Action, Crime, Drama",1
Station,"Crime, Drama, Thriller",1
Stay Alert,"Comedy, Drama",1
Staying Alive,"Crime, Drama",1
Staying Alive,Drama,1
Stoovertpuram Police Station,"Action, Drama",1
Straight,"Comedy, Drama",1
Strangers,"Drama, Romance, Thriller",5
Stree,Fantasy,1
Stree,"Comedy, Horror",0
Street Dancer 3D,"Drama, Music",1
Street Fighter,Action,1
Street Fighter: The Legend of Chun-Li,"Action, Crime, Fantasy",1
Street Singer,Drama,1
Striker,"Action, Crime, Drama",1
Strings of Passion,Drama,1
Student of the Year,"Comedy, Drama, Music",1
Student of the Year 2,"Action, Comedy, Drama",1
Stumped,"Comedy, Drama, Sport",7
Style,"Comedy, Musical, Mystery",3
Subah Ka Tara,Romance,5
Subha-O-Sham,"Action, Comedy, Drama",1
Subhas Chandra,"Biography, Drama, History",1
Suddha,Drama,1
Sudesi,"Action, Crime, Drama",1
Sudhandhiram,"Action, Crime, Drama",1
Suhaag,"Action, Drama, Musical",3
Suhaag,"Action, Comedy, Drama",1
Suhaag Raat,"Drama, Romance",5
Suhagan,Romance,5
Suhana Safar,"Comedy, Drama",1
Sui Dhaaga,"Comedy, Drama",1
Sujata,"Drama, Romance",5
Sulemani Keeda,"Comedy, Romance",5
Sullan,"Action, Crime, Drama",1
Sultaan,"Action, Drama",1
Sultan,"Action, Drama, Sport",7
Summer 2007,"Crime, Drama, Thriller",1
Summer Camp,"Comedy, Drama",1
Sun Meri Laila,Romance,5
Sun Sajna,"Drama, Family, Romance",5
Sun Zarra,"Drama, Romance",5
Sunayana,"Comedy, Drama, Romance",5
Sunday,"Action, Comedy, Mystery",1
Sunehre Din,Drama,1
Sunghursh,"Action, Crime, Drama",1
Sunglass,"Comedy, Drama, Thriller",1
Sunn Raha Hai Na,"Drama, Romance",5
Sunny,"Drama, Romance",5
Suno Na.. Ek Nanhi Aawaz,Drama,1
Suno Sasurjee,"Action, Comedy, Musical",3
Sunset Bollywood,Documentary,1
Sunshine Music Tours & Travels,Comedy,1
Suntan,Drama,1
Supari,"Action, Crime, Drama",1
Supari - The Quest Begins Now,Crime,1
Super 30,"Biography, Drama",1
Super Model,"Drama, Mystery, Romance",5
Super Nani,"Comedy, Drama, Family",1
Super Police,"Action, Thriller",1
Superman,"Action, Adventure, Sci-Fi",4
Supermen of Malegaon,Documentary,1
Superstar,"Drama, Romance",5
Sur,"Drama, Musical, Romance",3
Sur Sangam,"Comedy, Drama, Musical",3
Suraj,"Romance, Musical, Action",3
Suraj Aur Chanda,"Action, Fantasy",1
Suraj Pe Mangal Bhari,Comedy,1
Surakksha,"Action, Adventure, Crime",4
Surakshaa,"Action, Romance, Thriller",5
Surkhaab,"Adventure, Drama, Thriller",4
Surkhiyaan (The Headlines),"Action, Crime, Drama",1
Suryavanshi,"Fantasy, Horror",0
Susman,Drama,1
Swades,Drama,1
Swami,Drama,1
Swami,Drama,1
Swami Dada,"Action, Drama",1
Swarg,Drama,1
Swarg Narak,"Comedy, Drama, Romance",5
Swati,Drama,1
Swayamvar,"Comedy, Drama, Romance",5
Sweekar Kiya Maine,"Comedy, Drama",1
Sweetiee Weds NRI,"Comedy, Drama, Romance",5
Switchh,"Action, Thriller",1
T for Taj Mahal,Drama,1
Ta Ra Rum Pum,"Comedy, Drama, Family",1
Taal,"Drama, Musical, Romance",3
Taanashah,"Action, Drama",1
Taaqat,"Crime, Romance",5
Taarzan: The Wonder Car,"Action, Fantasy, Thriller",1
Tabaahi: The Destroyer,Action,1
Table No. 21,"Adventure, Drama, Thriller",4
Tada,Action,1
Tadap,Drama,1
Tadipaar,"Action, Drama",1
Tahalka,"Action, Adventure, Thriller",4
Tahkhana,"Action, Drama, Horror",0
Tahqiqaat,"Crime, Mystery",1
Taish,"Action, Thriller",1
Taj,"Drama, Music",1
Taj Mahal: A Monument of Love,"Drama, History, Romance",5
