Name,Year,Duration,Genre,Rating,Votes,Director,Actor 1,Actor 2,Actor 3,Genre_Action,Genre_Adventure,Genre_Animation,Genre_Biography,Genre_Comedy,Genre_Crime,Genre_Documentary,Genre_Drama,Genre_Family,Genre_Fantasy,Genre_History,Genre_Horror,Genre_Music,Genre_Musical,Genre_Mystery,Genre_News,Genre_Romance,Genre_Sci-Fi,Genre_Sport,Genre_Thriller,Genre_War,Genre_Western,genre_list,Year_norm,Duration_norm,Rating_norm,Votes_log,actors_list,director_list,apriori_items
Devi Ahilya Bai,2002,146,"Biography, Drama, History",6.6,17,Jayoo,Natiker,Sadashiv Amrapurkar,Shabana Azmi,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"['Biography', 'Drama', 'History']",0.7888888888888889,0.45482866043613707,0.6599999999999999,2.8903717578961645,"['Natiker', 'Sadashiv Amrapurkar', 'Shabana Azmi']",['Jayoo'],"['Biography', 'Drama', 'History', 'Natiker', 'Sadashiv Amrapurkar', 'Shabana Azmi', 'Jayoo']"
Devi Aur Hero,2019,117,Drama,7.8,15,Aditya Kripalani,Ahmareen Anjum,Chitrangada Chakraborty,Vibhawari Deshpande,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Drama'],0.9777777777777777,0.3644859813084112,0.78,2.772588722239781,"['Ahmareen Anjum', 'Chitrangada Chakraborty', 'Vibhawari Deshpande']",['Aditya Kripalani'],"['Drama', 'Ahmareen Anjum', 'Chitrangada Chakraborty', 'Vibhawari Deshpande', 'Aditya Kripalani']"
Devi Putrudu,2004,161,"Action, Drama, Fantasy",5.8,260,Kodi Ramakrishna,Venkatesh Daggubati,Anjala Zaveri,Soundarya,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"['Action', 'Drama', 'Fantasy']",0.8111111111111111,0.5015576323987538,0.58,5.564520407322694,"['Venkatesh Daggubati', 'Anjala Zaveri', 'Soundarya']",['Kodi Ramakrishna'],"['Action', 'Drama', 'Fantasy', 'Venkatesh Daggubati', 'Anjala Zaveri', 'Soundarya', 'Kodi Ramakrishna']"
Devil (Maupassant's Le Diable),2019,79,Drama,5.2,16,Kshitij Sharma,Kshitij Sharma,Anoma Pabuwal,Deeya Dey,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Drama'],0.9777777777777777,0.24610591900311526,0.52,2.833213344056216,"['Kshitij Sharma', 'Anoma Pabuwal', 'Deeya Dey']",['Kshitij Sharma'],"['Drama', 'Kshitij Sharma', 'Anoma Pabuwal', 'Deeya Dey', 'Kshitij Sharma']"
Devil's Daughter,2019,89,"Comedy, Drama, Fantasy",2.6,172,Ghorban Mohammadpour,Hamid Farokhnezhad,Esha Gupta,Jackie Shroff,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"['Comedy', 'Drama', 'Fantasy']",0.9777777777777777,0.2772585669781931,0.26,5.153291594497779,"['Hamid Farokhnezhad', 'Esha Gupta', 'Jackie Shroff']",['Ghorban Mohammadpour'],"['Comedy', 'Drama', 'Fantasy', 'Hamid Farokhnezhad', 'Esha Gupta', 'Jackie Shroff', 'Ghorban Mohammadpour']"
Devta,1956,178,"Adventure, Drama",5.7,16,Pattanna,Vyjayanthimala,Anjali Devi,Gemini Ganesan,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Adventure', 'Drama']",0.2777777777777778,0.5545171339563862,0.5700000000000001,2.833213344056216,"['Vyjayanthimala', 'Anjali Devi', 'Gemini Ganesan']",['Pattanna'],"['Adventure', 'Drama', 'Vyjayanthimala', 'Anjali Devi', 'Gemini Ganesan', 'Pattanna']"
Devta,1998,177,Action,3.5,21,Jagdish A. Sharma,Arun Bakshi,Mithun Chakraborty,Mushtaq Khan,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Action'],0.7444444444444445,0.5514018691588785,0.35,3.091042453358316,"['Arun Bakshi', 'Mithun Chakraborty', 'Mushtaq Khan']",['Jagdish A. Sharma'],"['Action', 'Arun Bakshi', 'Mithun Chakraborty', 'Mushtaq Khan', 'Jagdish A. Sharma']"
Dhaad,2018,135,Action,5.5,13,Paresh Naik,Sameera Awasthi,Nandita Das,Sandeep Kulkarni,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Action'],0.9666666666666667,0.4205607476635514,0.55,2.6390573296152584,"['Sameera Awasthi', 'Nandita Das', 'Sandeep Kulkarni']",['Paresh Naik'],"['Action', 'Sameera Awasthi', 'Nandita Das', 'Sandeep Kulkarni', 'Paresh Naik']"
Dhaai Akshar Prem Ke,2000,167,"Drama, Romance",3.7,1313,Raj Kanwar,Abhishek Bachchan,Aishwarya Rai Bachchan,Amrish Puri,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"['Drama', 'Romance']",0.7666666666666667,0.5202492211838006,0.37,7.1808311990445555,"['Abhishek Bachchan', 'Aishwarya Rai Bachchan', 'Amrish Puri']",['Raj Kanwar'],"['Drama', 'Romance', 'Abhishek Bachchan', 'Aishwarya Rai Bachchan', 'Amrish Puri', 'Raj Kanwar']"
Dhaal: The Battle of Law Against Law,1997,148,"Action, Drama",5.1,68,Sameer Malkan,Vinod Khanna,Sunil Shetty,Gautami,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Action', 'Drama']",0.7333333333333333,0.46105919003115264,0.51,4.23410650459726,"['Vinod Khanna', 'Sunil Shetty', 'Gautami']",['Sameer Malkan'],"['Action', 'Drama', 'Vinod Khanna', 'Sunil Shetty', 'Gautami', 'Sameer Malkan']"
Dhadak,2018,138,"Drama, Romance",4.5,9399,Shashank Khaitan,Janhvi Kapoor,Ishaan Khattar,Ashutosh Rana,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"['Drama', 'Romance']",0.9666666666666667,0.42990654205607476,0.45,9.148464968258095,"['Janhvi Kapoor', 'Ishaan Khattar', 'Ashutosh Rana']",['Shashank Khaitan'],"['Drama', 'Romance', 'Janhvi Kapoor', 'Ishaan Khattar', 'Ashutosh Rana', 'Shashank Khaitan']"
Dhadkan,2000,161,"Drama, Romance",6.5,6953,Dharmesh Darshan,Akshay Kumar,Shilpa Shetty Kundra,Sunil Shetty,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"['Drama', 'Romance']",0.7666666666666667,0.5015576323987538,0.65,8.847072312567807,"['Akshay Kumar', 'Shilpa Shetty Kundra', 'Sunil Shetty']",['Dharmesh Darshan'],"['Drama', 'Romance', 'Akshay Kumar', 'Shilpa Shetty Kundra', 'Sunil Shetty', 'Dharmesh Darshan']"
Dhadkanein,2006,146,"Action, Crime, Drama",4.4,12,Imran Khalid,Attin Bhalla,Preeti,Harsh Chhaya,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Action', 'Crime', 'Drama']",0.8333333333333334,0.45482866043613707,0.44000000000000006,2.5649493574615367,"['Attin Bhalla', 'Preeti', 'Harsh Chhaya']",['Imran Khalid'],"['Action', 'Crime', 'Drama', 'Attin Bhalla', 'Preeti', 'Harsh Chhaya', 'Imran Khalid']"
Dhamaal,2007,136,"Action, Adventure, Comedy",7.3,13878,Indra Kumar,Sanjay Dutt,Riteish Deshmukh,Arshad Warsi,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Action', 'Adventure', 'Comedy']",0.8444444444444444,0.4236760124610592,0.73,9.53813218535584,"['Sanjay Dutt', 'Riteish Deshmukh', 'Arshad Warsi']",['Indra Kumar'],"['Action', 'Adventure', 'Comedy', 'Sanjay Dutt', 'Riteish Deshmukh', 'Arshad Warsi', 'Indra Kumar']"
Dhamkee,1973,132,"Action, Crime, Drama",5.4,14,Kalpataru,Vinod Khanna,Kumkum,Mehmood Jr.,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Action', 'Crime', 'Drama']",0.4666666666666667,0.411214953271028,0.54,2.70805020110221,"['Vinod Khanna', 'Kumkum', 'Mehmood Jr.']",['Kalpataru'],"['Action', 'Crime', 'Drama', 'Vinod Khanna', 'Kumkum', 'Mehmood Jr.', 'Kalpataru']"
Dhan Daulat,1980,146,Drama,6.5,57,Harish Shah,Rishi Kapoor,Neetu Singh,Pran,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Drama'],0.5444444444444444,0.45482866043613707,0.65,4.060443010546419,"['Rishi Kapoor', 'Neetu Singh', 'Pran']",['Harish Shah'],"['Drama', 'Rishi Kapoor', 'Neetu Singh', 'Pran', 'Harish Shah']"
Dhan Dhana Dhan Goal,2007,167,"Drama, Sport",5.0,2410,Vivek Agnihotri,John Abraham,Arshad Warsi,Bipasha Basu,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"['Drama', 'Sport']",0.8444444444444444,0.5202492211838006,0.5,7.787796878181171,"['John Abraham', 'Arshad Warsi', 'Bipasha Basu']",['Vivek Agnihotri'],"['Drama', 'Sport', 'John Abraham', 'Arshad Warsi', 'Bipasha Basu', 'Vivek Agnihotri']"
Dhanwaan,1993,123,"Comedy, Drama, Romance",3.4,252,K. Viswanath,Ajay Devgn,Manisha Koirala,Karisma Kapoor,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"['Comedy', 'Drama', 'Romance']",0.6888888888888889,0.38317757009345793,0.33999999999999997,5.53338948872752,"['Ajay Devgn', 'Manisha Koirala', 'Karisma Kapoor']",['K. Viswanath'],"['Comedy', 'Drama', 'Romance', 'Ajay Devgn', 'Manisha Koirala', 'Karisma Kapoor', 'K. Viswanath']"
Dhanwan,1981,152,"Crime, Drama, Family",7.3,55,Surendra Mohan,Rajesh Khanna,Reena Roy,Rakesh Roshan,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Crime', 'Drama', 'Family']",0.5555555555555556,0.4735202492211838,0.73,4.02535169073515,"['Rajesh Khanna', 'Reena Roy', 'Rakesh Roshan']",['Surendra Mohan'],"['Crime', 'Drama', 'Family', 'Rajesh Khanna', 'Reena Roy', 'Rakesh Roshan', 'Surendra Mohan']"
Dhara,2008,95,"Drama, Romance",4.3,11,Masud Mirza,Sudhanshu Pandey,Hrishitaa Bhatt,Anuj Punj,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"['Drama', 'Romance']",0.8555555555555555,0.29595015576323985,0.43,2.4849066497880004,"['Sudhanshu Pandey', 'Hrishitaa Bhatt', 'Anuj Punj']",['Masud Mirza'],"['Drama', 'Romance', 'Sudhanshu Pandey', 'Hrishitaa Bhatt', 'Anuj Punj', 'Masud Mirza']"
Dhara 302,2016,148,Drama,4.4,16,Jitendra Singh Naruka,Muntazir Ahmad,Dipti Dhotre,Dipti,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Drama'],0.9444444444444444,0.46105919003115264,0.44000000000000006,2.833213344056216,"['Muntazir Ahmad', 'Dipti Dhotre', 'Dipti']",['Jitendra Singh Naruka'],"['Drama', 'Muntazir Ahmad', 'Dipti Dhotre', 'Dipti', 'Jitendra Singh Naruka']"
Dharam Karam,1975,159,"Family, Drama",6.0,140,Randhir Kapoor,Raj Kapoor,Randhir Kapoor,Rekha,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Family', 'Drama']",0.4888888888888889,0.4953271028037383,0.6,4.948759890378168,"['Raj Kapoor', 'Randhir Kapoor', 'Rekha']",['Randhir Kapoor'],"['Family', 'Drama', 'Raj Kapoor', 'Randhir Kapoor', 'Rekha', 'Randhir Kapoor']"
Dharam Sankat,1991,155,"Action, Drama",3.5,21,N.D. Kothari,Vinod Khanna,Amrita Singh,Sahila Chaddha,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Action', 'Drama']",0.6666666666666666,0.48286604361370716,0.35,3.091042453358316,"['Vinod Khanna', 'Amrita Singh', 'Sahila Chaddha']",['N.D. Kothari'],"['Action', 'Drama', 'Vinod Khanna', 'Amrita Singh', 'Sahila Chaddha', 'N.D. Kothari']"
Dharam Sankat Mein,2015,129,Comedy,6.3,2118,Fuwad Khan,Naseeruddin Shah,Paresh Rawal,Annu Kapoor,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Comedy'],0.9333333333333333,0.40186915887850466,0.63,7.6586995582682995,"['Naseeruddin Shah', 'Paresh Rawal', 'Annu Kapoor']",['Fuwad Khan'],"['Comedy', 'Naseeruddin Shah', 'Paresh Rawal', 'Annu Kapoor', 'Fuwad Khan']"
Dharam Veer,1977,165,"Action, Adventure, Comedy",6.7,715,Manmohan Desai,Dharmendra,Zeenat Aman,Jeetendra,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Action', 'Adventure', 'Comedy']",0.5111111111111111,0.514018691588785,0.67,6.573680166960646,"['Dharmendra', 'Zeenat Aman', 'Jeetendra']",['Manmohan Desai'],"['Action', 'Adventure', 'Comedy', 'Dharmendra', 'Zeenat Aman', 'Jeetendra', 'Manmohan Desai']"
Dharavi,1992,120,"Crime, Drama",7.0,289,Sudhir Mishra,Somesh Agarwal,Shabana Azmi,Pramod Bala,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Crime', 'Drama']",0.6777777777777778,0.37383177570093457,0.7,5.66988092298052,"['Somesh Agarwal', 'Shabana Azmi', 'Pramod Bala']",['Sudhir Mishra'],"['Crime', 'Drama', 'Somesh Agarwal', 'Shabana Azmi', 'Pramod Bala', 'Sudhir Mishra']"
Dharm Adhikari,1986,159,"Action, Comedy, Drama",5.8,94,K. Raghavendra Rao,M. Madhusudhana Rao,Dilip Kumar,Jeetendra,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Action', 'Comedy', 'Drama']",0.6111111111111112,0.4953271028037383,0.58,4.553876891600541,"['M. Madhusudhana Rao', 'Dilip Kumar', 'Jeetendra']",['K. Raghavendra Rao'],"['Action', 'Comedy', 'Drama', 'M. Madhusudhana Rao', 'Dilip Kumar', 'Jeetendra', 'K. Raghavendra Rao']"
Dharma Karma,1997,128,"Action, Drama",5.8,34,Ravi Varma,Gajendra Chauhan,Dan Dhanoa,Dharmendra,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Action', 'Drama']",0.7333333333333333,0.3987538940809969,0.58,3.5553480614894135,"['Gajendra Chauhan', 'Dan Dhanoa', 'Dharmendra']",['Ravi Varma'],"['Action', 'Drama', 'Gajendra Chauhan', 'Dan Dhanoa', 'Dharmendra', 'Ravi Varma']"
Dharmatma,1975,163,"Action, Romance, Thriller",6.7,295,Feroz Khan,Prem Nath,Feroz Khan,Hema Malini,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"['Action', 'Romance', 'Thriller']",0.4888888888888889,0.5077881619937694,0.67,5.69035945432406,"['Prem Nath', 'Feroz Khan', 'Hema Malini']",['Feroz Khan'],"['Action', 'Romance', 'Thriller', 'Prem Nath', 'Feroz Khan', 'Hema Malini', 'Feroz Khan']"
Dharmputra,1961,150,Drama,7.3,87,Yash Chopra,Mala Sinha,Shashi Kapoor,Rehman,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Drama'],0.3333333333333333,0.4672897196261682,0.73,4.477336814478207,"['Mala Sinha', 'Shashi Kapoor', 'Rehman']",['Yash Chopra'],"['Drama', 'Mala Sinha', 'Shashi Kapoor', 'Rehman', 'Yash Chopra']"
Dharti,2011,126,"Crime, Drama, Thriller",7.0,357,Navaniat Singh,Jimmy Sheirgill,Surveen Chawla,Japji Khaira,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"['Crime', 'Drama', 'Thriller']",0.8888888888888888,0.3925233644859813,0.7,5.8805329864007,"['Jimmy Sheirgill', 'Surveen Chawla', 'Japji Khaira']",['Navaniat Singh'],"['Crime', 'Drama', 'Thriller', 'Jimmy Sheirgill', 'Surveen Chawla', 'Japji Khaira', 'Navaniat Singh']"
Dharti Ke Lal,1950,125,"Drama, History",6.4,16,Khwaja Ahmad Abbas,Rashid Ahmed,Hameed Butt,Usha Dutta,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"['Drama', 'History']",0.2111111111111111,0.3894080996884735,0.64,2.833213344056216,"['Rashid Ahmed', 'Hameed Butt', 'Usha Dutta']",['Khwaja Ahmad Abbas'],"['Drama', 'History', 'Rashid Ahmed', 'Hameed Butt', 'Usha Dutta', 'Khwaja Ahmad Abbas']"
Dhh,2017,128,"Drama, Family",7.8,235,Manish Saini,Naseeruddin Shah,Kahaan,Karan Patel,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Drama', 'Family']",0.9555555555555556,0.3987538940809969,0.78,5.4638318050256105,"['Naseeruddin Shah', 'Kahaan', 'Karan Patel']",['Manish Saini'],"['Drama', 'Family', 'Naseeruddin Shah', 'Kahaan', 'Karan Patel', 'Manish Saini']"
Dhill,2001,158,"Action, Drama",7.0,810,Dharani,Vikram,Laila,Ashish Vidyarthi,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Action', 'Drama']",0.7777777777777778,0.49221183800623053,0.7,6.698268054115413,"['Vikram', 'Laila', 'Ashish Vidyarthi']",['Dharani'],"['Action', 'Drama', 'Vikram', 'Laila', 'Ashish Vidyarthi', 'Dharani']"
Dhira,2020,117,Animation,6.5,388,Arun Kumar Rapolu,Vivek Oberoi,Vijay Sethupathi,Sai Srinivas Bellamkonda,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Animation'],0.9888888888888889,0.3644859813084112,0.65,5.963579343618446,"['Vivek Oberoi', 'Vijay Sethupathi', 'Sai Srinivas Bellamkonda']",['Arun Kumar Rapolu'],"['Animation', 'Vivek Oberoi', 'Vijay Sethupathi', 'Sai Srinivas Bellamkonda', 'Arun Kumar Rapolu']"
Dhobi Ghat,2010,100,Drama,7.0,12695,Kiran Rao,Prateik,Monica Dogra,Kriti Malhotra,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Drama'],0.8777777777777778,0.3115264797507788,0.7,9.449042262206245,"['Prateik', 'Monica Dogra', 'Kriti Malhotra']",['Kiran Rao'],"['Drama', 'Prateik', 'Monica Dogra', 'Kriti Malhotra', 'Kiran Rao']"
Dhokha,2007,117,"Action, Drama, Romance",6.2,455,Pooja Bhatt,Muzamil Ibrahim,Tulip Joshi,Aushima Sawhney,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"['Action', 'Drama', 'Romance']",0.8444444444444444,0.3644859813084112,0.62,6.1224928095143865,"['Muzamil Ibrahim', 'Tulip Joshi', 'Aushima Sawhney']",['Pooja Bhatt'],"['Action', 'Drama', 'Romance', 'Muzamil Ibrahim', 'Tulip Joshi', 'Aushima Sawhney', 'Pooja Bhatt']"
Dhol,2007,145,"Comedy, Crime, Mystery",6.3,5501,Priyadarshan,Aman Ullah,Sharman Joshi,Tusshar Kapoor,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"['Comedy', 'Crime', 'Mystery']",0.8444444444444444,0.4517133956386293,0.63,8.61286694148452,"['Aman Ullah', 'Sharman Joshi', 'Tusshar Kapoor']",['Priyadarshan'],"['Comedy', 'Crime', 'Mystery', 'Aman Ullah', 'Sharman Joshi', 'Tusshar Kapoor', 'Priyadarshan']"
Dholak,1951,155,"Comedy, Romance",6.3,6,Roop K. Shorey,Ajit,Meena Shorey,Shyamlal,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"['Comedy', 'Romance']",0.2222222222222222,0.48286604361370716,0.63,1.9459101490553132,"['Ajit', 'Meena Shorey', 'Shyamlal']",['Roop K. Shorey'],"['Comedy', 'Romance', 'Ajit', 'Meena Shorey', 'Shyamlal', 'Roop K. Shorey']"
Dhongee,1979,122,"Action, Comedy, Drama",4.5,22,Ashok Roy,Randhir Kapoor,Neetu Singh,Asrani,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Action', 'Comedy', 'Drama']",0.5333333333333333,0.38006230529595014,0.45,3.1354942159291497,"['Randhir Kapoor', 'Neetu Singh', 'Asrani']",['Ashok Roy'],"['Action', 'Comedy', 'Drama', 'Randhir Kapoor', 'Neetu Singh', 'Asrani', 'Ashok Roy']"
Dhool Ka Phool,1959,153,Drama,6.7,158,Yash Chopra,Mala Sinha,Rajendra Kumar,Nanda,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Drama'],0.3111111111111111,0.4766355140186916,0.67,5.0689042022202315,"['Mala Sinha', 'Rajendra Kumar', 'Nanda']",['Yash Chopra'],"['Drama', 'Mala Sinha', 'Rajendra Kumar', 'Nanda', 'Yash Chopra']"
Dhoom,2004,129,"Action, Crime, Drama",6.7,18768,Sanjay Gadhvi,Abhishek Bachchan,John Abraham,Uday Chopra,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Action', 'Crime', 'Drama']",0.8111111111111111,0.40186915887850466,0.67,9.83996185165625,"['Abhishek Bachchan', 'John Abraham', 'Uday Chopra']",['Sanjay Gadhvi'],"['Action', 'Crime', 'Drama', 'Abhishek Bachchan', 'John Abraham', 'Uday Chopra', 'Sanjay Gadhvi']"
Dhoom 2,2006,152,"Action, Crime, Thriller",6.5,24610,Sanjay Gadhvi,Hrithik Roshan,Abhishek Bachchan,Aishwarya Rai Bachchan,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"['Action', 'Crime', 'Thriller']",0.8333333333333334,0.4735202492211838,0.65,10.11094877644823,"['Hrithik Roshan', 'Abhishek Bachchan', 'Aishwarya Rai Bachchan']",['Sanjay Gadhvi'],"['Action', 'Crime', 'Thriller', 'Hrithik Roshan', 'Abhishek Bachchan', 'Aishwarya Rai Bachchan', 'Sanjay Gadhvi']"
Dhoom 3,2013,172,"Action, Crime, Thriller",5.4,43831,Vijay Krishna Acharya,Aamir Khan,Katrina Kaif,Abhishek Bachchan,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"['Action', 'Crime', 'Thriller']",0.9111111111111111,0.5358255451713395,0.54,10.688119423218252,"['Aamir Khan', 'Katrina Kaif', 'Abhishek Bachchan']",['Vijay Krishna Acharya'],"['Action', 'Crime', 'Thriller', 'Aamir Khan', 'Katrina Kaif', 'Abhishek Bachchan', 'Vijay Krishna Acharya']"
Dhoom Dadakka,2008,128,"Comedy, Crime, Drama",3.4,87,Shashi Ranjan,Jackie Shroff,Anupam Kher,Satish Shah,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Comedy', 'Crime', 'Drama']",0.8555555555555555,0.3987538940809969,0.33999999999999997,4.477336814478207,"['Jackie Shroff', 'Anupam Kher', 'Satish Shah']",['Shashi Ranjan'],"['Comedy', 'Crime', 'Drama', 'Jackie Shroff', 'Anupam Kher', 'Satish Shah', 'Shashi Ranjan']"
Dhoondte Reh Jaoge,2009,131,"Comedy, Drama",5.6,751,Umesh Shukla,Paresh Rawal,Kunal Khemu,Sonu Sood,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Comedy', 'Drama']",0.8666666666666667,0.40809968847352024,0.5599999999999999,6.62273632394984,"['Paresh Rawal', 'Kunal Khemu', 'Sonu Sood']",['Umesh Shukla'],"['Comedy', 'Drama', 'Paresh Rawal', 'Kunal Khemu', 'Sonu Sood', 'Umesh Shukla']"
Dhoop,2003,126,Drama,7.2,242,Ashwini Chaudhary,Om Puri,Revathi,Gul Panag,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Drama'],0.8,0.3925233644859813,0.72,5.493061443340548,"['Om Puri', 'Revathi', 'Gul Panag']",['Ashwini Chaudhary'],"['Drama', 'Om Puri', 'Revathi', 'Gul Panag', 'Ashwini Chaudhary']"
Dhoti Lota Aur Chowpatty,1975,139,Comedy,4.5,19,Mohan Choti,Bindu,Laxmi Chhaya,Mohan Choti,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Comedy'],0.4888888888888889,0.43302180685358255,0.45,2.995732273553991,"['Bindu', 'Laxmi Chhaya', 'Mohan Choti']",['Mohan Choti'],"['Comedy', 'Bindu', 'Laxmi Chhaya', 'Mohan Choti', 'Mohan Choti']"
Dhruvanakshatram,1989,147,"Action, Drama",8.1,90,Y. Nageswara Rao,Mohan Babu,Brahmanandam,Venkatesh Daggubati,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Action', 'Drama']",0.6444444444444445,0.45794392523364486,0.8099999999999999,4.51085950651685,"['Mohan Babu', 'Brahmanandam', 'Venkatesh Daggubati']",['Y. Nageswara Rao'],"['Action', 'Drama', 'Mohan Babu', 'Brahmanandam', 'Venkatesh Daggubati', 'Y. Nageswara Rao']"
Dhuan,1981,152,Drama,7.2,78,Dulal Guha,Rakhee Gulzar,Mithun Chakraborty,Ranjeeta Kaur,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Drama'],0.5555555555555556,0.4735202492211838,0.72,4.3694478524670215,"['Rakhee Gulzar', 'Mithun Chakraborty', 'Ranjeeta Kaur']",['Dulal Guha'],"['Drama', 'Rakhee Gulzar', 'Mithun Chakraborty', 'Ranjeeta Kaur', 'Dulal Guha']"
Dhumm,2002,139,"Action, Drama, Family",6.9,58,M.S. Ramesh,Sudeep,Rakshitha,Srinath,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Action', 'Drama', 'Family']",0.7888888888888889,0.43302180685358255,0.6900000000000001,4.07753744390572,"['Sudeep', 'Rakshitha', 'Srinath']",['M.S. Ramesh'],"['Action', 'Drama', 'Family', 'Sudeep', 'Rakshitha', 'Srinath', 'M.S. Ramesh']"
Dhund,1973,130,"Drama, Mystery, Thriller",7.2,529,B.R. Chopra,Navin Nischol,Zeenat Aman,Sanjay Khan,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,"['Drama', 'Mystery', 'Thriller']",0.4666666666666667,0.40498442367601245,0.72,6.272877006546167,"['Navin Nischol', 'Zeenat Aman', 'Sanjay Khan']",['B.R. Chopra'],"['Drama', 'Mystery', 'Thriller', 'Navin Nischol', 'Zeenat Aman', 'Sanjay Khan', 'B.R. Chopra']"
